Latitude,Longitude,Tweets
13,81,RT _hindu: The court was hearing a plea by a lawyer Manashwy Jha seeking that the decision to commence physical hearings by all judges'
13,81,RT _hindu: The court was hearing a plea by a lawyer Manashwy Jha seeking that the decision to commence physical hearings by all judges'
13,81,The court was hearing a plea by a lawyer Manashwy Jha seeking that the decision to commence physical hearings by all judges from March 15 be deferred till the time all the advocates are vaccinated against COVID-19. Coronavirus
13,81,"_in  Aptly Said, Our RM Shri Rajnath Singh Ji.For now, several decades, WB state is in habitual violence that just tired the common people horrifically and now the common people of WB had decided to get vaccine against 'Left and TMC' ideologies that ruins growthWB people are for BJP'"
13,81, Take care. Hope the vaccine has been of help. Cheers to you'
13,81,RT _: TamilNadu | Several irregularities have surfaced in the administration and registration of COVID19 vaccine recipients'
13,81,RT _: TamilNadu | Several irregularities have surfaced in the administration and registration of COVID19 vaccine recipients'
13,81,CHOMA Meet - COVID 19 vaccine education program  
13,81,"Covid-19 Vaccine 'Passports' Raise Ethics Concerns, Logistical Hurdles "
13,81,RT _hindu: The second round of vaccination will cover those over 60 years of age and 45+ with comorbidities. Coronavirus 
13,81,The second round of vaccination will cover those over 60 years of age and 45+ with comorbidities. Coronavirus 
13,81,Vaccination of age-appropriate groups: Vaccination will be free of charge at the Government Vaccination Centres.  (Aadhar card)Those taking the COVID vaccine at any designated / empanelled private health facility will have to pay a pre-fixed charge.
13,81," When  under  was busy conniving with China in covering up the spread of ChineseCoronaVirus from Wuhan, India under  's leadership was busy in developing a vaccine to save the world from this pandemic.SarveBavantuSukhinahaVasudaivaKudumbakam'"
13,81,Everyone on election duty for the upcoming polls for five assemblies to be vaccinated against COVID-19 before polling day.COVID19 COVID19Vaccine TNElection2021  ElectionCommission
13,81, Lutyune gang and Khan market gang should be skipped  for vaccine'
13,81,$JNJ $BCRX $INCY $ASMB $AMGN and morebiotech stocks in the spotlight....
13,81,RT _hindu: Data | India unlikely to meet its target of 400 million COVID-19 vaccine doses by July 
13,93,"  It can but it's quite easy to tweak vaccines for new strains, hence the flu vaccine every year'"
13,93," 23 It needs to be properly audited: there was too much scope for corruption in the process. If the vaccine rollout is a success it will suck the oxygen out of the PPE scandal, at least in the short term.An inquiry in a couple of years time might be the best bet for accountability.'"
13,93,_Montgomery  The alternate scenario is &gt;Gov disrespects patents.&gt;Gov discovers it has no means of making vaccines.&gt;Gov ends up crawling on its belly to pharma to manufacture the vaccines again.He's also complaining about the Moderna vaccine costing the US gov't $25 a dose.'
13,93, Which untapped vaccine production facility are you going to use Dickie?Where are the idle resources that you're going to employ?It's almost as though you haven't thought about any of the detail of vaccine production or about the consequences of grabbing patents.'
13,94,"  It can but it's quite easy to tweak vaccines for new strains, hence the flu vaccine every year'"
13,94," 23 It needs to be properly audited: there was too much scope for corruption in the process. If the vaccine rollout is a success it will suck the oxygen out of the PPE scandal, at least in the short term.An inquiry in a couple of years time might be the best bet for accountability.'"
13,94,_Montgomery  The alternate scenario is &gt;Gov disrespects patents.&gt;Gov discovers it has no means of making vaccines.&gt;Gov ends up crawling on its belly to pharma to manufacture the vaccines again.He's also complaining about the Moderna vaccine costing the US gov't $25 a dose.'
13,94, Which untapped vaccine production facility are you going to use Dickie?Where are the idle resources that you're going to employ?It's almost as though you haven't thought about any of the detail of vaccine production or about the consequences of grabbing patents.'
15,76,44  _Vizh   18   _in   5  _1978 79 1947 1 _fdes   11 10 25  4   _Observer1947  3  21    _habeeb   _irani    1 1958  2   _Kumar  Vaccine in India big scam....Looted hard earned taxpayers money... 
15,76,1956  _gadkari Vaccine in India a big scam...'
15,77,44  _Vizh   18   _in   5  _1978 79 1947 1 _fdes   11 10 25  4   _Observer1947  3  21    _habeeb   _irani    1 1958  2   _Kumar  Vaccine in India big scam....Looted hard earned taxpayers money... 
15,77,1956  _gadkari Vaccine in India a big scam...'
16,74, why is there a need of a lockdown when u know there is a vaccine and drugs out there to save people. Stop playing with people's lives by keeping then caged at home with no eanings. Stop the bullshitt Lockdown. 
16,74,_INDIA Which doses u r talking about. Kisko mila hai vaccine. Agar vaccine hai to  then why lockdown. U bloody useless leaders.'
16,74,Thinking of saving on Lab tests? Avail 15% discount on labtest now! Visit HelpingHands today!Install app now - 
16,74,We deliver Pure happiness Order your medicines online and score 15% off  with free home Delivery  lockdownbelagavi belgaum pune bangalore wednesdaythoughtCentralExciseDay vaccine COVID19 CountdownToMars Jayalalithaa HBDNani *tnc'
16,74,  One reason being black market and misuse of vaccine. In no time thre will b  duplicate vaccine. Very close control required ...even private sector involved then must have strict protocol.'
16,74,  When we will. Get corona vaccine. Stop exporting the vaccine give that first to Indian citizens. We can't afford to go in another lockdown Mr Prime Minister!!!!!'
16,74, why lockdown again when we have the vaccine. And why only colleges and Coaching centers are shut. How long we teachers are going to suffer.? Are you making any other facilities for teachers govt and private to support them and their famies financially'
16,78,Modidivided vaccine 
16,78,Coronavirus | Large real world study confirms Pfizer COVID-19 vaccine 94% effective: 
16,78,RT _Kurnool: covishieldedMyself took covishield first dose of vaccine.request all of u to take vaccine whenever ur turn comes. https'
16,78,RT _Kurnool: covishieldedMyself took covishield first dose of vaccine.request all of u to take vaccine whenever ur turn comes. https'
16,78,RT _Kurnool: covishieldedMyself took covishield first dose of vaccine.request all of u to take vaccine whenever ur turn comes. https'
16,78,covishieldedMyself took covishield first dose of vaccine.request all of u to take vaccine whenever ur turn comes. 
16,78,India's COVID vaccine maker was supposed to supply the world. Now those plans are delayed  Fortune 
16,78,RT : India is a 3rd world country but we have so many vaccine manufacturers that can supply to 1st world countries also. '
17,75,Only thing different now after 9 months is a hope that vaccine will be in general public access in a month or two.Otherwise rest all the same 
17,75,RT : The same people who when the covid vaccines were approved in India were looking at them with scepticism if not cynicism are'
17,75,RT : The same people who when the covid vaccines were approved in India were looking at them with scepticism if not cynicism are'
17,75,RT : The same people who when the covid vaccines were approved in India were looking at them with scepticism if not cynicism are'
17,75,And adding to the list Covid VaccineIt is safeHad 2 dosesDid not have any adverse effects.Don't hesitate to get the jab when you get the chance.It's voluntary safe and effective 
17,75,RT : The same people who when the covid vaccines were approved in India were looking at them with scepticism if not cynicism are'
17,75,The same people who when the covid vaccines were approved in India were looking at them with scepticism if not cynicism are now whining that why the general people are not getting vaccine. It's a welcome change that they've started believing that VaccinesWork !'
17,75,RT 21760404: Put the vaccine in BIJAPUR Dhul (Dust).The whole Bijapur will be vaccinated within seconds exceptcorporationpeople'
17,75,RT : The certificate containsName age sexID verification (number not revealed)Beneficiary idAddressType of vaccineDate of'
17,75,RT : The certificate containsName age sexID verification (number not revealed)Beneficiary idAddressType of vaccineDate of'
17,75,RT : The certificate containsName age sexID verification (number not revealed)Beneficiary idAddressType of vaccineDate of'
17,75,The certificate containsName age sexID verification (number not revealed)Beneficiary idAddressType of vaccineDate of doseName of the vaccinatorName of vaccination centreThe batch number of vaccineAnd what to do in case of any problemThanks _INDIA'
17,75,This is concerning that despite registration healthcare workers not getting vaccine 
17,76,RT 21760404: Put the vaccine in BIJAPUR Dhul (Dust).The whole Bijapur will be vaccinated within seconds exceptcorporationpeople'
17,79,Why I am getting New corona vaccine related caller tune before connecting every call only while calling from vi network and Not getting any callertune while calling from Jio _NEWS '
17,80,  19 Sir I ve taken my second dose of covishield vaccine should I continue ivermectin'
17,80,"RT 3: UN chief Antonio Guterres voices appreciation for India's leadership in fight against COVID-19, vaccine assistance..'"
17,80,"RT 3: UN chief Antonio Guterres voices appreciation for India's leadership in fight against COVID-19, vaccine assistance..'"
17,80,"RT 3: UN chief Antonio Guterres voices appreciation for India's leadership in fight against COVID-19, vaccine assistance..'"
17,80,"RT 3: UN chief Antonio Guterres voices appreciation for India's leadership in fight against COVID-19, vaccine assistance..'"
17,80,"RT 3: UN chief Antonio Guterres voices appreciation for India's leadership in fight against COVID-19, vaccine assistance..'"
17,80,"RT 3: UN chief Antonio Guterres voices appreciation for India's leadership in fight against COVID-19, vaccine assistance..'"
17,80,"RT 3: UN chief Antonio Guterres voices appreciation for India's leadership in fight against COVID-19, vaccine assistance..'"
17,80,"RT 3: UN chief Antonio Guterres voices appreciation for India's leadership in fight against COVID-19, vaccine assistance..'"
17,80,"RT 3: UN chief Antonio Guterres voices appreciation for India's leadership in fight against COVID-19, vaccine assistance..'"
17,80,"RT 3: UN chief Antonio Guterres voices appreciation for India's leadership in fight against COVID-19, vaccine assistance..'"
17,80,"RT 3: UN chief Antonio Guterres voices appreciation for India's leadership in fight against COVID-19, vaccine assistance..'"
17,80,"RT 3: UN chief Antonio Guterres voices appreciation for India's leadership in fight against COVID-19, vaccine assistance..'"
17,80,"UN chief Antonio Guterres voices appreciation for India's leadership in fight against COVID-19, vaccine assistance.. "
17,80,Why I am getting New corona vaccine related caller tune before connecting every call only while calling from vi network and Not getting any callertune while calling from Jio _NEWS '
17,81, It would be interesting to know how many people who took the vaccine are among the surging number of positive cases recently in India'
17,82,PAHO Director briefs PROSUR leaders on vaccinesupply 
17,82, Cases dominating vaccine on lighter note'
17,82,U.S. is outpacing Canada's COVID-19 vaccine rollout  but experts say it's not a model ofsuccess' 
17,82,COVID19 Vaccine Drive is being conducted for Municipal Corporation employees at .RjyFightsCorona RjyFightsCovid19 IndiaFightsCoronavirus IndiaFightsCorona CoronaVaccine Vaccination COVIDVaccine 
17,82,North Korea Accused of Hacking Pfizer for Covid-19 VaccineData 
17,82,You've stolen a vaccine': 2 women in US disguise as elderly to get Covid-19shot 
17,82,Oxford kept COVID vaccine trial volunteers in dark about dosingerror 
17,96,"RT _art19: Even a senior citizen has been arrested  at Hledan, Insein. Instead of getting Covid-Sheild Vaccine, senior citizens are ru'"
17,96,"Covid 19 vaccine are not for Myanmar citizens. Just for Junta's relatives, upper class only. Medical staffs, the first priority still don't get covid 19 vaccine but MD of No.1 top bank in Myanmar got that. So amazing in Myanmar!WhatsHappeningInMyanmar RejectMilitaryCoup "
17,96,"RT _art19: Even a senior citizen has been arrested  at Hledan, Insein. Instead of getting Covid-Sheild Vaccine, senior citizens are ru'"
17,96,"Even a senior citizen has been arrested  at Hledan, Insein. Instead of getting Covid-Sheild Vaccine, senior citizens are running for their lives from brutal Polices on the streets. CrimeAgainstHumanity WhatsHappeningInMyanmar Feb26Coup "
17,96,RT : Covid-19 vs Military coup Both are lethal. Both can ruin economy. But covid-19 has vaccine and prevention on the othe'
17,96,RT : THREAD: 1/2 Daw Htar Htar Linn who led the covid vaccine programme left a letter that she was accused of the funds. She's be'
17,96,RT : THREAD: 1/2 Daw Htar Htar Linn who led the covid vaccine programme left a letter that she was accused of the funds. She's be'
17,96,RT : THREAD: 1/2 Daw Htar Htar Linn who led the covid vaccine programme left a letter that she was accused of the funds. She's be'
17,96,RT : Covid-19 vs Military coup Both are lethal. Both can ruin economy. But covid-19 has vaccine and prevention on the othe'
17,96,RT : Covid-19 vs Military coup Both are lethal. Both can ruin economy. But covid-19 has vaccine and prevention on the othe'
17,96,"Covid-19 vs Military coup Both are lethal. Both can ruin economy. But covid-19 has vaccine and prevention on the other hand, coup hasn't. We have to fight back military coup. WhatsHappeningInMyanmar'"
17,96,RT : THREAD: 1/2 Daw Htar Htar Linn who led the covid vaccine programme left a letter that she was accused of the funds. She's be'
17,96," Vaccine for Covid-19? Here in Myanmar, People urgently need the Vaccine for Coup-Vid21 than Covid-19 at the moment. Can you give us some vaccines for Coup-Vid21 that UN's R2P Resolution, please?MyanmarMilitaryStateSponseredTerrorism WhatIsHappeningInMyanmar "
17,96,RT : THREAD: 1/2 Daw Htar Htar Linn who led the covid vaccine programme left a letter that she was accused of the funds. She's be'
17,96,RT : THREAD: 1/2 Daw Htar Htar Linn who led the covid vaccine programme left a letter that she was accused of the funds. She's be'
17,96,"RT : While we are fighting for our democracy, juntas are taking COVID-19 vaccine. FuckMilitaryCoup MilkTeaAlliance WhatsHappe'"
17,96,RT : THREAD: 1/2 Daw Htar Htar Linn who led the covid vaccine programme left a letter that she was accused of the funds. She's be'
17,96,RT : THREAD: 1/2 Daw Htar Htar Linn who led the covid vaccine programme left a letter that she was accused of the funds. She's be'
17,96,RT : THREAD: 1/2 Daw Htar Htar Linn who led the covid vaccine programme left a letter that she was accused of the funds. She's be'
17,96,RT : THREAD: 1/2 Daw Htar Htar Linn who led the covid vaccine programme left a letter that she was accused of the funds. She's be'
17,96,RT _dev: 4 _burma The inhuman thing the junta did was vaccinating covid-19 vaccine to the military that was scheduled to va'
17,96,RT : THREAD: 1/2 Daw Htar Htar Linn who led the covid vaccine programme left a letter that she was accused of the funds. She's be'
17,96,RT : THREAD: 1/2 Daw Htar Htar Linn who led the covid vaccine programme left a letter that she was accused of the funds. She's be'
17,96,RT : THREAD: 1/2 Daw Htar Htar Linn who led the covid vaccine programme left a letter that she was accused of the funds. She's be'
17,96,RT : THREAD: 1/2 Daw Htar Htar Linn who led the covid vaccine programme left a letter that she was accused of the funds. She's be'
17,96,RT _dev: 4 _burma The inhuman thing the junta did was vaccinating covid-19 vaccine to the military that was scheduled to va'
17,96,RT _dev: 4 _burma The inhuman thing the junta did was vaccinating covid-19 vaccine to the military that was scheduled to va'
17,96,RT : THREAD: 1/2 Daw Htar Htar Linn who led the covid vaccine programme left a letter that she was accused of the funds. She's be'
17,96,RT _dev: 4 _burma The inhuman thing the junta did was vaccinating covid-19 vaccine to the military that was scheduled to va'
17,96,RT _dev: 4 _burma The inhuman thing the junta did was vaccinating covid-19 vaccine to the military that was scheduled to va'
17,96, The inhuman thing the junta did was vaccinating covid-19 vaccine to the military that was scheduled to vaccinate most vulnerable such as senior citizens and frontline health workers.   _cole  Feb24CoupCovidVaccine WhatsHappeningInMyanmar 
17,96,4 _burma The inhuman thing the junta did was vaccinating covid-19 vaccine to the military that was scheduled to vaccinate most vulnerable such as senior citizens and frontline health workers.   _cole  Feb24CoupCovidVaccine WhatsHappeningInMyanmar'
17,96,  The inhuman thing the junta did was vaccinating covid-19 vaccine to the military that was scheduled to vaccinate most vulnerable such as senior citizens and frontline health workers.   _cole  Feb24CoupCovidVaccine WhatsHappeningInMyanmar 
17,96,  The inhuman thing the junta did was vaccinating covid-19 vaccine to the military that was scheduled to vaccinate most vulnerable such as senior citizens and frontline health workers.   _cole  Feb24CoupCovidVaccine WhatsHappeningInMyanmar 
17,96,The inhuman thing the junta did was vaccinating covid-19 vaccine to the military that was scheduled to vaccinate most vulnerable such as senior citizens and frontline health workers.   _cole  Feb24CoupCovidVaccine WhatsHappeningInMyanmar 
17,96,RT : Military use Covid-19 vaccine for themselves and showoff ( even for the staff ) although that is aim for front line doctor'
17,96,"Military use Covid-19 vaccine for themselves and showoff ( even for the staff ) although that is aim for front line doctors , nurses and elders.Also the donation by people to buy vaccines has been missing.COVID19_cole WhatHappeningInMyanmar Feb24Coup "
17,96,"RT : While we are fighting for our democracy, juntas are taking COVID-19 vaccine. FuckMilitaryCoup MilkTeaAlliance WhatsHappe'"
17,96,There can be one good reason why we should afford to be ignorant of the side effects of the COVID-19 vaccines for good...COVID19 vaccination  
17,96,"RT : While we are fighting for our democracy, juntas are taking COVID-19 vaccine. FuckMilitaryCoup MilkTeaAlliance WhatsHappe'"
18,73,Modern  vaccine finally in Qatar! 
18,78,_oshag Cryptocurrency /Covid Vaccine'
18,79,Explained: How does Johnson and Johnson single-dose Covid-19 vaccine work?  The IndianExpress 
18,79,"RT : 'Pandemic bolstered Hyderabad's role as vaccine capital of the world,' said Industries Minister  while inaugurating'"
18,79,COVID-19: Brazil signs deal with Indias Bharat Biotech for 20 million vaccine doses  RepublicTV 
18,79,Pfizer Covid Vaccine Reduces Transmission After One Dose: UK Study NDTV 
18,79,"RT : 'Pandemic bolstered Hyderabad's role as vaccine capital of the world,' said Industries Minister  while inaugurating'"
18,79,Mass 'Real World' Study Confirms Pfizer Covid Vaccine 94% Effective NDTV 
18,79,Health ministry says over 1.37 crore Covid-19 vaccine doses administered  HindustanTimes 
18,79,Hope others follow your example': WHO chief praises PM Modi for supporting vaccine equity  TimesNow 
18,79,Hope others follow your example': WHO chief praises PM Modi for supporting vaccine equity  TimesNow 
18,79,COVID-19 vaccination phase 2 to begin on 1 March; cost of vaccine at private hospitals to be decided soon Firstpost 
18,79,No COVID-19 Vaccine Sessions This Weekend Due To Digital Platform Transition NDTV 
18,79,"Union Health Secretary and Chairman, Empowered Group on Vaccine Administration (Co-WIN) chair meet on COVID vaccination of Age-Appropriate Groups with States and UTs  OdishaDiary "
18,79,Coronavirus | Government sets out process for vaccine registration  TheHindu 
18,79,"Bharat Biotech will supply 20 million doses of its COVID-19 vaccine Covaxin to Brazil during the second and third quarters of current year, the city-based vaccine maker said on Friday.'"
18,79," No sir.. those who are availing free vaccine, those who pay taxes, those who work hard will'"
18,79,"Co-WIN 2.0 app to launch on March 1, walk-ins at vaccine sites allowed  "
18,79,COVAX: Why Biden's billions won't fix Covid vaccine inequality worldwide  NBCNews 
18,79,Covid-19 vaccine registration: Who are eligible and how they can register  Times ofIndia 
18,79,MEPs grill AstraZeneca's CEO Soriot over COVID vaccine delivery delays Euronews 
18,79, Is this after talking the Vaccine Vin??'
18,79,"RT : 'Pandemic bolstered Hyderabad's role as vaccine capital of the world,' said Industries Minister  while inaugurating'"
18,79,RT : Think about others: Queen urges people to get vaccine shots 
18,79,Vaccine maker Bharat Biotech to supply 20 million doses of Covaxin to Brazil. Company says it has signed an agreement in this regard. Delivery of the COVID-19 antidote to be made during Q2 and Q3 2021 _hindu  '
18,79,Think about others: Queen urges people to get vaccine shots 
18,79,"RT : 'Pandemic bolstered Hyderabad's role as vaccine capital of the world,' said Industries Minister  while inaugurating'"
18,79,"Drugs Controller Rejects Bharat Biotech's Request for Covid Vaccine Trials on Kids, Seeks Efficacy Data F News18 "
18,79,US achieves milestone of administering 50 million COVID-19 vaccine shots
18,79,Covid Vaccine - Mancherial 
18,79,People above 60 years and those above 45 years with comorbidities to get Covid-19 vaccine from March 1: Centre  TimesNow 
18,79,"All above 60, 45-plus with comorbidities to get Covid vaccine from March 1  The New IndianExpress "
18,79,"Next in line for vaccine on March 1: All above 60, 45-plus with comorbidities  The IndianExpress "
18,79,"COVID-19 vaccine: You have to pay for vaccine in private hospitals, govt to decide price soon Mint "
18,79,"All above 60 years of age, 45-plus with other illnesses to get Covid-19 vaccine from March 1  "
18,79,How India Is Beating China At Its Own Game In Vaccine Diplomacy NDTV 
18,79,India's health workers baulk at taking homegrown COVID vaccine  Al JazeeraEnglish 
18,79,Moderna expects $18.4 billion in COVID-19 vaccine sales in 2021 WION 
18,79,"RT : Bharat Biotech bagged the BioAsia's Genome Valley Excellence award for its pioneering research, and development of vaccine'"
18,79,"RT : Bharat Biotech bagged the BioAsia's Genome Valley Excellence award for its pioneering research, and development of vaccine'"
18,79,New analyses show Johnson and Johnson's one-dose vaccine works well Moneycontrol 
18,79,COVID-19 vaccine vial maker Stevanato preps IPO valuing it at up to $5 billion: sources Reuters 
18,80,Explained: How does Johnson and Johnson single-dose Covid-19 vaccine work?  The IndianExpress 
18,80,"RT : 'Pandemic bolstered Hyderabad's role as vaccine capital of the world,' said Industries Minister  while inaugurating'"
18,80,COVID-19: Brazil signs deal with Indias Bharat Biotech for 20 million vaccine doses  RepublicTV 
18,80,Pfizer Covid Vaccine Reduces Transmission After One Dose: UK Study NDTV 
18,80,"RT : 'Pandemic bolstered Hyderabad's role as vaccine capital of the world,' said Industries Minister  while inaugurating'"
18,80,Mass 'Real World' Study Confirms Pfizer Covid Vaccine 94% Effective NDTV 
18,80,Health ministry says over 1.37 crore Covid-19 vaccine doses administered  HindustanTimes 
18,80,Hope others follow your example': WHO chief praises PM Modi for supporting vaccine equity  TimesNow 
18,80,Hope others follow your example': WHO chief praises PM Modi for supporting vaccine equity  TimesNow 
18,80,COVID-19 vaccination phase 2 to begin on 1 March; cost of vaccine at private hospitals to be decided soon Firstpost 
18,80,No COVID-19 Vaccine Sessions This Weekend Due To Digital Platform Transition NDTV 
18,80,"Union Health Secretary and Chairman, Empowered Group on Vaccine Administration (Co-WIN) chair meet on COVID vaccination of Age-Appropriate Groups with States and UTs  OdishaDiary "
18,80,Coronavirus | Government sets out process for vaccine registration  TheHindu 
18,80,"Bharat Biotech will supply 20 million doses of its COVID-19 vaccine Covaxin to Brazil during the second and third quarters of current year, the city-based vaccine maker said on Friday.'"
18,80," No sir.. those who are availing free vaccine, those who pay taxes, those who work hard will'"
18,80,"Co-WIN 2.0 app to launch on March 1, walk-ins at vaccine sites allowed  "
18,80,COVAX: Why Biden's billions won't fix Covid vaccine inequality worldwide  NBCNews 
18,80,Covid-19 vaccine registration: Who are eligible and how they can register  Times ofIndia 
18,80,MEPs grill AstraZeneca's CEO Soriot over COVID vaccine delivery delays Euronews 
18,80, Is this after talking the Vaccine Vin??'
18,80,"RT : 'Pandemic bolstered Hyderabad's role as vaccine capital of the world,' said Industries Minister  while inaugurating'"
18,80,RT : Think about others: Queen urges people to get vaccine shots 
18,80,Vaccine maker Bharat Biotech to supply 20 million doses of Covaxin to Brazil. Company says it has signed an agreement in this regard. Delivery of the COVID-19 antidote to be made during Q2 and Q3 2021 _hindu  '
18,80,Think about others: Queen urges people to get vaccine shots 
18,80,"RT : 'Pandemic bolstered Hyderabad's role as vaccine capital of the world,' said Industries Minister  while inaugurating'"
18,80,"Drugs Controller Rejects Bharat Biotech's Request for Covid Vaccine Trials on Kids, Seeks Efficacy Data F News18 "
18,80,US achieves milestone of administering 50 million COVID-19 vaccine shots
18,80,Covid Vaccine - Mancherial 
18,80,People above 60 years and those above 45 years with comorbidities to get Covid-19 vaccine from March 1: Centre  TimesNow 
18,80,"All above 60, 45-plus with comorbidities to get Covid vaccine from March 1  The New IndianExpress "
18,80,"Next in line for vaccine on March 1: All above 60, 45-plus with comorbidities  The IndianExpress "
18,80,"COVID-19 vaccine: You have to pay for vaccine in private hospitals, govt to decide price soon Mint "
18,80,"All above 60 years of age, 45-plus with other illnesses to get Covid-19 vaccine from March 1  "
18,80,How India Is Beating China At Its Own Game In Vaccine Diplomacy NDTV 
18,80,India's health workers baulk at taking homegrown COVID vaccine  Al JazeeraEnglish 
18,80,Moderna expects $18.4 billion in COVID-19 vaccine sales in 2021 WION 
18,80,"RT : Bharat Biotech bagged the BioAsia's Genome Valley Excellence award for its pioneering research, and development of vaccine'"
18,80,"RT : Bharat Biotech bagged the BioAsia's Genome Valley Excellence award for its pioneering research, and development of vaccine'"
18,80,New analyses show Johnson and Johnson's one-dose vaccine works well Moneycontrol 
18,80,COVID-19 vaccine vial maker Stevanato preps IPO valuing it at up to $5 billion: sources Reuters 
18,83,"Vaccine to Public from March 1, 2021.Vaccination Vaccine COVID19Vaccine CoronaVaccine India UnionMinister PrakashJavedkar VaccinationIndia LocalwireApp Localwire Vizag Visakhapatnam "
18,83,"Vaccinated my first dose covid-19 this morning.  The pure relief on people's faces at finally getting a vaccine, a great step on the way to such a tough time ending ..COVIDVaccinationCovishieldVaccine COVID19VaccineMerci  "
18,83, Second wave started in India? It's time to stop exporting vaccine and concentrate on effective and speedy distribution within the country.What do You say Sir?'
19,72,"The vaccine diplomacy of India has been absolutely remarkable! It puts a stamp on our policy of non-violence, cooperation and friendship. Great work by the pharma industry and our government'"
19,72,RT : China mum over India's upper hand in COVID vaccine diplomacy; cites 'global cooperation' 
19,72,RT : VaccineTracker   | Over 2.84 lakh people receive coronavirus vaccine on February 26.COVID19 Coronavirus Vaccine'
19,72,RT : China mum over India's upper hand in COVID vaccine diplomacy; cites 'global cooperation' 
19,72,RT : China mum over India's upper hand in COVID vaccine diplomacy; cites 'global cooperation' 
19,72,VaccineTracker   | Over 2.84 lakh people receive coronavirus vaccine on February 26.COVID19 Coronavirus Vaccine | Read: 
19,72,RT : China mum over India's upper hand in COVID vaccine diplomacy; cites 'global cooperation' 
19,72,China mum over India's upper hand in COVID vaccine diplomacy; cites 'global cooperation' 
19,72,RT : Many people are still afraid of false propaganda that Covid-19 vaccine will be mandatory. To them this is a REMINDER clar'
19,72,RT : Many people are still afraid of false propaganda that Covid-19 vaccine will be mandatory. To them this is a REMINDER clar'
19,72,"RT : Aadar Poonawalla meets Amit Shah, discusses COVID vaccine rollout ahead of Phase-2 drive "
19,72,"RT : Aadar Poonawalla meets Amit Shah, discusses COVID vaccine rollout ahead of Phase-2 drive "
19,72,"RT : Aadar Poonawalla meets Amit Shah, discusses COVID vaccine rollout ahead of Phase-2 drive "
19,72,RT : 3Navien Ic and other countries vaccinate faster than us inspite of the fact we produced the vaccine? Super'
19,72,RT : While indian waiting for vaccine BJP is busy in VaccineDiplomacy !'
19,72,"RT : Aadar Poonawalla meets Amit Shah, discusses COVID vaccine rollout ahead of Phase-2 drive "
19,72,"RT : Aadar Poonawalla meets Amit Shah, discusses COVID vaccine rollout ahead of Phase-2 drive "
19,72,"RT : Angela Merkel sticks to Germany's under-65 guideline, rejects taking COVID vaccine "
19,72,"RT : Angela Merkel sticks to Germany's under-65 guideline, rejects taking COVID vaccine "
19,72,"RT : Aadar Poonawalla meets Amit Shah, discusses COVID vaccine rollout ahead of Phase-2 drive "
19,72,"RT : Aadar Poonawalla meets Amit Shah, discusses COVID vaccine rollout ahead of Phase-2 drive "
19,72,"RT : Aadar Poonawalla meets Amit Shah, discusses COVID vaccine rollout ahead of Phase-2 drive "
19,72,US panel endorses single dose Johnson and Johnson COVID-19 vaccine for EUA: FDA says it's safe  Coronavirus Covid-19Vaccination COVID-19Vaccine JohnsonAndJohnson  
19,72,"RT : Aadar Poonawalla meets Amit Shah, discusses COVID vaccine rollout ahead of Phase-2 drive "
19,72,"RT : Aadar Poonawalla meets Amit Shah, discusses COVID vaccine rollout ahead of Phase-2 drive "
19,72,"RT : Aadar Poonawalla meets Amit Shah, discusses COVID vaccine rollout ahead of Phase-2 drive "
19,72,"RT : Aadar Poonawalla meets Amit Shah, discusses COVID vaccine rollout ahead of Phase-2 drive "
19,72,"RT : Aadar Poonawalla meets Amit Shah, discusses COVID vaccine rollout ahead of Phase-2 drive "
19,72,"Aadar Poonawalla meets Amit Shah, discusses COVID vaccine rollout ahead of Phase-2 drive "
19,72,"RT : Angela Merkel sticks to Germany's under-65 guideline, rejects taking COVID vaccine "
19,72,"RT : Angela Merkel sticks to Germany's under-65 guideline, rejects taking COVID vaccine "
19,72,"RT : Angela Merkel sticks to Germany's under-65 guideline, rejects taking COVID vaccine "
19,72,"RT : Angela Merkel sticks to Germany's under-65 guideline, rejects taking COVID vaccine "
19,72,"RT : Angela Merkel sticks to Germany's under-65 guideline, rejects taking COVID vaccine "
19,72,"Angela Merkel sticks to Germany's under-65 guideline, rejects taking COVID vaccine "
19,72," India Provides Vaccine to the Above Countries and Pakistan Provides Terrorist to different Countries!!! What a Contrast, Two Countries from same land! One is Saving Humanity and Other Killing it! Amen '"
19,72,Johnson and Johnson vaccine on track for US emergency approval(Ld) 
19,72,"RT : Covid19Updates | Odisha makes 7-day home isolation mandatory for travellers from Maharashtra, 11 other states.Covi'"
19,72,"RT : Covid19Updates | Odisha makes 7-day home isolation mandatory for travellers from Maharashtra, 11 other states.Covi'"
19,72,"RT : Covid19Updates | Odisha makes 7-day home isolation mandatory for travellers from Maharashtra, 11 other states.Covi'"
19,73,"The vaccine diplomacy of India has been absolutely remarkable! It puts a stamp on our policy of non-violence, cooperation and friendship. Great work by the pharma industry and our government'"
19,73,RT : China mum over India's upper hand in COVID vaccine diplomacy; cites 'global cooperation' 
19,73,RT : VaccineTracker   | Over 2.84 lakh people receive coronavirus vaccine on February 26.COVID19 Coronavirus Vaccine'
19,73,RT : China mum over India's upper hand in COVID vaccine diplomacy; cites 'global cooperation' 
19,73,RT : China mum over India's upper hand in COVID vaccine diplomacy; cites 'global cooperation' 
